rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
m/10008954-untraceable,Untraceable,"Special Agent Jennifer Marsh (Diane Lane) works in an elite division of the FBI dedicated to fighting cybercrime. She thinks she has seen it all, until a particularly sadistic criminal arises on the Internet. This tech-savvy killer posts live feeds of his crimes on his website; the more hits the site gets, the faster the victim dies. Marsh and her team must find the elusive killer before time runs out.","Despite Diane Lane's earnest effort, Untraceable manages to be nothing more than a run-of-the-mill thriller with a hypocritical message.",R,"Drama, Horror, Mystery & Suspense",Gregory Hoblit,"Allison Burnett, Robert Fyvolent, Mark R. Brinker","Diane Lane, Billy Burke, Colin Hanks, Joseph Cross, Mary Beth Hurt, Peter Barent Lewis, Tyrone Giordano, Perla Haney-Jardine, Tim De Zarn, Christopher Cousins, Chris Cousins, Jesse Tyler Ferguson, Trina Adams, Brynn Baron, John Breen, Dan Callahan, Erin Carufel, Ryan Deal, Marilyn Deutsch, Gray Eubank, Pete Ferryman, Kirk Mouser, David Freitas, Betty Moyer, Katie O'Grady, West A. Helfrich, Jamal N. Qutub, Zachary Hoffman, Sarah Brillhart, Diana Brillhart, Ryan Hopkins, Len Huynh, Jim Hyde, Dax Jordan, Dan Liu, Kimberly Maus, Michael Smith, Kerry Tomlinson, David Wilson, Allan Wilson",1/25/2008,4/16/2012,101,Sony/Screen Gems,Rotten,16,148,Spilled,52,225138,41,24,124
m/10009001-the_freshman,The Freshman,"Clark Kellogg (Matthew Broderick) is robbed moments after arriving in New York, so when he sees his mugger several days later, he confronts him. The man promises to return his property and get him a job with his uncle, Carmine Sabatini (Marlon Brando), who turns out to be a Mafia boss. As Clark continues his shady work for Carmine, he discovers an elaborate underworld that has caught the attention of the authorities. As things come to a head, not everything is what it seems.","Buoyed by the charm of Matthew Broderick in the title role and Marlon Brando as a caricature of his Godfather persona, The Freshman benefits from solid casting, a clever premise, and sweet humor.",PG,"Comedy, Drama",Andrew Bergman,Andrew Bergman,"Marlon Brando, Matthew Broderick, Bruno Kirby, Penelope Ann Miller, Frank Whaley, Jon Polito, Paul Benedict, Richard Gant, Kenneth Welsh, Pamela Payton-Wright, B.D. Wong, Maximilian Schell, Bert Parks, Tex Konig, Leo Cimino, Gianni Russo, Warren Davis, Vera Lockwood, Jefferson Mappin, Daniel Dion, Marnie Edwards, Doug Silberstein, J.H. Millington, Joe Ingoldsby, Fifi Donahue, Drake Arden, David Stratton, Geraldine Quinn, Derek Mitchell, Adrienne Howe, Patricia Andrews, Roy Edward Disney, Amanda Smith, Andrew Airlie, Daniel DeSanto, Wendy Dickson, Trivett Christina",7/20/1990,5/1/2013,102,Sony Pictures Home Entertainment,Certified-Fresh,94,49,Upright,61,11850,17,46,3
m/10009192-21,21,"Ben Campbell (Jim Sturgess), a brilliant student at Massachusetts Institute of Technology, needs some quick cash to pay his tuition bills. He joins a group of students who, under the leadership of unorthodox professor Mickey Rosa (Kevin Spacey), use their math skills to win big in Las Vegas. Seduced by a beautiful teammate (Kate Bosworth) and loads of money, Ben learns that the stakes are higher than he ever imagined when he crosses paths with casino enforcer Cole Williams (Laurence Fishburne).",21 could have been a fascinating study had it not supplanted the true story on which it is based with mundane melodrama.,PG-13,"Drama, Mystery & Suspense",Robert Luketic,"Peter Steinfeld, Allan Loeb","Jim Sturgess, Kate Bosworth, Laurence Fishburne, Kevin Spacey, Aaron Yoo, Liza Lapira, Jacob Pitts, Jack McGee, Josh Gad, Sam Golzari, Helen Carey, Jack Gilpin, Donna Lows, Butch Williams, Jeffrey Ma, Frank Patton, Steven Richard Vezina, Chaska T. Werner, Kyle D. Morris, Ernell Manabat, Frankie DeAngelo, Marcus Weiss, Anthony DiMaria, Christopher Holley, Scott Clark Beringer, Terasa Livingstone, Jeff Dashnaw, Colin Angle, Supriya Chakrabarti, Bradley Thoennes, Kieu Chinh, Alice Lo, Sally Livingston, Henry Houh, Frank Chen, Spencer Garrett, Celeste Oliva, Tom McGowan, Ruby Hondros, Christian Mello, Greg Seymore",3/28/2008,4/16/2012,122,Sony/Columbia Pictures,Rotten,35,170,Upright,66,367852,40,60,110
m/10009239-passengers,Passengers,"Therapist Claire Summers (Anne Hathaway) receives an assignment by her mentor to counsel the five survivors of a plane crash. She feels particularly drawn to Eric (Patrick Wilson), the most-secretive of the group. Against her judgment, she becomes romantically involved with him, just as the other survivors mysteriously start to disappear. Believing that Eric knows more than he is telling, she vows to find the truth, no matter the outcome.",,PG-13,"Drama, Mystery & Suspense",Rodrigo García,Ronnie Christensen,"Anne Hathaway, Patrick Wilson, Clea DuVall, Andre Braugher, Dianne Wiest, David Morse, William B. Davis, Ryan Robbins, Don Thompson, Andrew Wheeler, Chelah Horsdal, Karen Austin, Elzanne Fourie, Stacy Grant",10/24/2008,1/2/2014,92,Sony Pictures/TriStar Pictures,Rotten,19,31,Spilled,35,29523,11,6,25
m/10009355-sugar,Sugar,"Like many young men in the Dominican Republic, 19-year-old Miguel ""Sugar"" Santos (Algenis Perez Soto) dreams of winning a slot on an American baseball team. Indeed, his talents as a pitcher eventually land him a slot on a single-A team in Iowa, but culture shock, racism and other curveballs threaten to turn Sugar's dream sour.","Sugar is an exceptionally-crafted film -- part sports flick, part immigrant tale -- with touching and poignant drama highlighted by splendid performances.",R,"Drama, Sports & Fitness","Anna Boden, Ryan Fleck","Ryan Fleck, Anna Boden","Algenis Perez Soto, Alina Vargas, André Holland, Ellary Porterfield, Ann Whitney, Richard Bull, Jose Rijo, Jaime Tirelli, Rayniel Rufino, Kelvin Leonardo Garcia, Kevin Leonardo Garcia, Michael Gaston, Marcos Rosa, Walki Cuevas, Santo Silvestre, Emmanuel Nanita Carvajal, Cesar Emilio Minaya C., Joendy Peña Brown, Jaime Terelli, Karl Bury, Zaida Alexandra Hernandez, Lilin Soto Gonzales, Dioni Feliciano, Teodosia Reyes, Walky Alvarez, Letilier A. Foy Jr., Victor Manuel Adon",1/21/2008,4/16/2012,118,Sony Classics,Certified-Fresh,92,137,Upright,80,12642,45,126,11
m/10010077-felon,Felon,A new convict (Stephen Dorff) struggles to maintain his sanity and sense of humanity after he's thrust into a prison system in which a brutal guard (Harold Perrineau) encourages gladiatorial combat between inmates.,"Felon offers a rather hackneyed depiction of prison life, but is held together by a pleasantly complex plot and solid performances from Kilmer and Dorff.",R,"Action & Adventure, Drama, Mystery & Suspense",Ric Roman Waugh,Ric Roman Waugh,"Stephen Dorff, Val Kilmer, Harold Perrineau, Ric Roman Waugh, Sam Shepard, Nick Chinlund, Marisol Nichols, Anne Archer, Nate Parker, Greg Serano, Brittany Perrineau, Johnny Lewis, Larnell Stovall, Chris Browning, Vincent Jay Miller, Shawn Prince",7/17/2008,1/1/2013,104,Sony Pictures Entertainment,Fresh,63,24,Upright,82,13899,13,15,9
m/10011774-chloe,Chloe,"Catherine and David Stewart (Julianne Moore, Liam Neeson) are a well-to-do couple living in a posh area of Toronto, but all is not well in paradise. Catherine suspects that David, a music professor, is cheating on her with his students. She hires a prostitute named Chloe (Amanda Seyfried) to meet David and see if he gives in to temptation, but events spin out of control when Chloe spills the details of her torrid encounters.","Despite its promising pedigree and a titillating premise, Chloe ultimately fails to deliver the heat -- or the thrills -- expected of a sexual thriller.",R,"Drama, Mystery & Suspense",Atom Egoyan,"Erin Cressida Wilson, Jacques Fieschi, Anne Fontaine, Philippe Blasband, François-Olivier Rousseau, Philippe Blasbland","Liam Neeson, Julianne Moore, Amanda Seyfried, Max Thieriot, Nina Dobrev, R.H. Thomson, Mishu Vellani, Julie Khaner, Laura De Carteret, Natalie Lisinska, Tiffany  Knight, Meghan Heffern, Arlene Duncan, Kathy Maloney, Rosalba Martinni, Tamsen McDonough, Kathryn Kriitmaa, Adam Waxman, Krysta Carter, Severn Thompson, Sarah Casselman, David Reale, Kyla Tingley, Milton Barnes, Sean Orr, Paul Essiembre, Kateefa",3/26/2010,4/16/2012,96,Sony Pictures Classics,Rotten,51,163,Spilled,39,30602,46,83,80
m/1001180-armed_and_dangerous,Armed and Dangerous,"A police officer who has been wrongly dismissed from his job, Frank Dooley (John Candy) finds work as a security guard, along with Norman Kane (Eugene Levy), an inept lawyer. Unfortunately, the company that employs Frank and Norman is involved in some shady dealings, and it's up to the bumbling guards to foil the plans of the corrupt leaders, most notably tough mobster Michael Carlino (Robert Loggia), who isn't happy to have his profitable scheme threatened.",,PG-13,Comedy,Mark L. Lester,"Pj Torokvei, Harold Ramis, Brian Grazer, James Keach, Peter Torokvei","John Candy, Eugene Levy, Robert Loggia, Kenneth McMillan, Meg Ryan, Brion James, Jonathan Banks, Don Stroud, Larry Hankin, Steve Railsback, Janet Hirshenson, Robert Burgos, Bruno Kirby, Tony Burton, Robert Gray, Lynn Vandegruft, Larry Flash Jenkins, Stacy Keach Sr., Bruce Kirby, Savely Kramarov, Judy Landers, Tommy ""Tiny"" Lister, James Tolkan, K.C. Winkler, Glenn Withrow, David Wohl, Melanie Gaffin, John Solari, David Hess, Ira Miller, Sharon Wyatt, Joe Seely, Royce D. Applegate, Christine Dupree, Nicholas Worth, Seth Kaufman, Mark Carlton, Sylvia Kauders, Richard Blum, Wilson Camp, Randolph L. Pitkin, J. Jay Saunders, Tito Puente, Nils Nichols, Martin Charles Warner, Rick Avery, Murray Lebowitz, Christopher Mankiewicz, Edith Fields, Lisa Figus, Richard Walsh, Teagan Clive, Tina Plackinger, Susie Jaso",8/15/1986,4/16/2012,88,Sony Pictures Home Entertainment,Rotten,10,10,Spilled,39,9340,2,1,9
m/1003060-breakout,Breakout,"A woman (Jill Ireland) hires a bush pilot (Charles Bronson) to free her husband (Robert Duvall), framed for a murder, from a Mexican prison.",,PG,Action & Adventure,Tom Gries,"Howard B. Kreitsek, Marc Norman, Elliott Baker","Charles Bronson, Robert Duvall, Jill Ireland, John Huston, Randy Quaid, Sheree North, Alejandro Rey, Paul Mantee, Roy Jenson, Alan Vint, Jorge Moreno, Sidney Clute, Emilio Fernandez",,4/16/2012,96,Sony Pictures Entertainment,Rotten,40,10,Spilled,41,1949,1,4,6
m/1003076-brians_song,Brian's Song,"Brian Piccolo (James Caan) and Gale Sayers (Billy Dee Williams) are teammates on the mid-1960s Chicago Bears. At a time when professional football still bears a certain amount of race-based segregation, the growing friendship between the white Piccolo and the black Sayers, as well as their wives, Joy (Shelley Fabares) and Linda (Judy Pace), becomes a symbol of harmony during the civil rights era. That bond grows stronger still when Piccolo receives some shattering and unexpected news.","Buoyed by standout performances from James Caan and Billy Dee Williams, Brian's Song is a touching tale of friendship whose central relationship transcends its standard sports movie moments.",G,"Classics, Drama, Television",Buzz Kulik,William Blinn,"Billy Dee Williams, James Caan, Jack Warden, Shelley Fabares, Judy Pace, David Huddleston, Bernie Casey, Ron Feinberg, Ji-Tu Cumbuka, Jim Boeke, Doreen Lang, Allen Secher, Stu Nahan, Mario Machado, Jack Daniel Wells, Dick Butkus",5/1/1970,4/27/2013,74,Sony Pictures Home Entertainment,Fresh,92,13,Upright,82,9103,2,12,1
m/1004832-cover_girl,Cover Girl,"John Coudair (Otto Kruger) was wounded long ago when his fiancée called off their engagement, and when he spots the woman's granddaughter, comely stage performer Rusty Parker (Rita Hayworth), he's reminded of what he lost. A publishing mogul, he decides to put the naive young beauty on the cover of his magazine. Although he might lose her, Rusty's boyfriend, Danny McGuire (Gene Kelly), refuses to interfere with her path to success. Ultimately, she must decide between riches and romance.",,NR,"Classics, Comedy, Musical & Performing Arts, Romance",Charles Vidor,"Virginia Van Upp, Marion Parsonnet, Paul Gangelin","Rita Hayworth, Gene Kelly, Lee Bowman, Phil Silvers, Eve Arden, Jinx Falkenburg, Leslie Brooks, Otto Kruger, Jess Barker, Anita Colby, Thurston Hall, Edward S. Brophy, Jinx Falkenberg, Curt Bois, Jean Colleran, Francine Counihan, Helen Mueller, Cecilia Meagher, Betty Jane Hess, Dusty Anderson, Eileen McClory, Cornelia B. von Hessert, Karen X. Gaylord, Cheryl Archibald, Peggy Lloyd, Betty Jane Graham, Robert E. Hill, Martha Outlaw, Susann Shaw, Rose May Robson, Jack Norton, Robert E. Homans, Eddie Dunn, Sam Flint, Shelley Winters, Kathleen O'Malley, William Kline, Victor Travers, Robert F. Hill, John Tyrrell, Frank O'Connor, Eugene Anderson Jr., Sam Ash, Vin Moore, Ralph Sanford, Ralph Peters, Barbara Pepper, Grace Lenard, Gwen Seager, Sally Cairns, Eloise Hart, Diane Griffith, Wesley Brent, Lucille Allen, Virginia Gardner, Helene Garron, Muriel Morris, Patti Sacks, Marion Graham, Frances Morris, William 'Billy' Benedict, William Sloan, Grace Hayle, Fern Emmett, Rudy Wissler, Glenn Charles, Jackie Brown, Betty Brewer, Warren Ashe, John Dilson, Jack Rice, Ed Allen, George Lessey, Miriam Lavelle, Miriam Franklin, Ronald Wyckoff, Grace Gillern, Eddie Cutler, Randolph Hughes, Jack Bernett, George Dobbs, Al Norman, Larry Rio, Jack Boyle, Virginia Wilson, Betty Brodel, Johnny Mitchell, Patti Sheldon",3/30/1944,4/16/2012,107,Sony Pictures Home Entertainment,Fresh,95,19,Upright,70,3774,4,18,1
m/1004995-crossroads,Crossroads,"A guitar student (Ralph Macchio) tours the Deep South with an old blues man (Joe Seneca), chasing a lost song written by Robert Johnson.",,R,Drama,Walter Hill,"John Fusco, Thomas Baum","Ralph Macchio, Joe Seneca, Jami Gertz, Robert Judd, Joe Morton, Steve Vai, Dennis Lipscomb, Harry Carey Jr., John Hancock, Allan Arbus, Gretchen Palmer, Al Fann, Wally Taylor, Tim Russ, Tex Donaldson, Guy Killum, Akosua Busia, Allan Graf, Royce Wallace, J.W. Smith, Diana Bellamy, Johnny M. Reyes, Karen Huie, Robin Townsend, Jeanne Kiely, Robert Miranda, Winifred Freedman, Debra Laws, Diane Robin, Agnes Narciso, Leslie Morris, Gloria Delaney, Jo Marie Payton, Deborra Hampton, Le Van Hawkins, Angela Louise Robinson, Jason Ross, Natasha Peacock, Frank Frost, John W. Price, Otis Taylor, Terry L. Evans, Ed Walsh, Richard Shubby Holmes",3/14/1986,4/16/2012,98,Sony Pictures Home Entertainment,Fresh,73,15,Upright,82,10497,2,11,4
m/1005412-dead_reckoning,Dead Reckoning,"War heroes Rip Murdock (Humphrey Bogart) and Johnny Drake (William Prince) are sent to Washington, D.C., by train, but are not told why. During the trip, they learn they're about to receive top honors for their service. Johnny, seemingly terrified by the publicity that awaits him, jumps off the train and later turns up dead. Suspecting foul play, Rip begins digging into his pal's past. He encounters cover-ups, threats to his own life and deadly femme fatale Coral Chandler (Lizabeth Scott).",,NR,"Classics, Drama, Mystery & Suspense",John Cromwell,"Oliver H.P. Garrett, Allen Rivkin, Steve Fisher, Gerald Drayson Adams, Sidney Biddell, Alan Rivkin","Humphrey Bogart, Lizabeth Scott, Morris Carnovsky, William Prince, Charles Cane, Marvin Miller, Wallace Ford, James Bell, Elizabeth Scott, George Chandler, William Forrest, W.E. Lawrence, Ruby Dandridge, Bob Ryan, Lillian Wells, Charles Jordan, Robert E. Scott, Kay Garrett, Lillian Bronson, Maynard Holmes, William E. Lawrence, Dudley Dickerson, Syd Saylor, George Eldredge, Chester Clute, Joseph Crehan, Garry Owen, Alvin Hammer, Pat Lane, Frank Wilcox, Matthew 'Stymie' Beard, Matty Fain, John Bohn, Harry Denny, Jack Santoro, Sam Finn, Ray Teal, Hugh Hooker, Chuck Hamilton, Joe Gilbert, Robert Ryan, Richard H. Gordon, Grady Sutton, Jesse Graves, Byron Foulger, Tom Dillon, Isabel Withers, Wilton Graff, Paul Bradley, Alyce Goering, Sayre Dearing",1/1/1947,4/16/2012,100,Sony Pictures Home Entertainment,Fresh,67,6,Upright,66,2006,0,4,2
m/1007910-fright_night,Fright Night,"Teenage Charley Brewster (William Ragsdale) is a horror-film junkie, so it's no surprise that, when a reclusive new neighbor named Jerry Dandridge (Chris Sarandon) moves next-door, Brewster becomes convinced he is a vampire. It's also no surprise when nobody believes him. However, after strange events begin to occur, Charlie has no choice but to turn to the only person who could possibly help: washed-up television vampire killer Peter Vincent (Roddy McDowall).",Fright Night deftly combines thrills and humor in this ghostly tale about a man living next to a vampire.,R,Horror,Tom Holland,Tom Holland,"Chris Sarandon, Roddy McDowall, William Ragsdale, Amanda Bearse, Stephen Geoffreys, Jonathan Stark, Dorothy Fielding, Art Evans, Stewart Stern, Nick Savage, Jackie Burch, Ernie Holmes, Steven Hilliard Stern, Prince A. Hughes, Heidi Sorenson, Irina Irvine, Bob Corff, Robert Corff, Pamela Brown, Chris Hendrie, Prince Hughes",1/1/1985,4/16/2012,106,Sony Pictures Home Entertainment,Fresh,92,37,Upright,76,49729,5,34,3
